NAME,LOCATION,City,IMAGE,RATING,BOOK NOW
HILAND Suites,shivananda circle , Bangalore,https://jiwirooms.com/app/hotel_logo/hiland4.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/HILAND-Suites_BUDGET_STAYS_HOTEL_RWSy
Ashraya International Hotel,Infantry Road , Bangalore,https://jiwirooms.com/app/hotel_logo/37972.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Ashraya-International-Hotel_BUDGET_STAYS_HOTEL_RWZw
Symphony Suites,Arakere , Bangalore,https://jiwirooms.com/app/hotel_logo/39122.JPG,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Symphony-Suites_BUDGET_STAYS_HOTEL_RYRr
Hotel Champion inn,Mathikere , Bangalore,https://jiwirooms.com/app/hotel_logo/IMG-20180227-WA0007 (1).jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Champion-inn_BUDGET_STAYS_HOTEL_RWVu
The Prinice Gardenia,Uttharahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/Royal Executive.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/The-Prinice-Gardenia_BUDGET_STAYS_HOTEL_RWRq
Paradise suites,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/IMG-20180809-WA0002.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Paradise-suites_BUDGET_STAYS_HOTEL_RVXp
Transit Dorms,BTM Layout , Bangalore,https://jiwirooms.com/app/hotel_logo/37992.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Transit-Dorms_BUDGET_STAYS_HOTEL_RVQu
Hotel golden bell,Bhuvanappa Layout , Bangalore,https://jiwirooms.com/app/hotel_logo/Capture22.JPG,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-golden-bell_BUDGET_STAYS_HOTEL_RVXr
NAKSHATRA LODGE,Hosakote , Bangalore,https://jiwirooms.com/app/hotel_logo/jiwirooms_4092_1545286170_IMG-20181220-WA0002.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/NAKSHATRA-LODGE_BUDGET_STAYS_HOTEL_SPZr
sunray inn,kadubisanahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/1.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/sunray-inn_BUDGET_STAYS_HOTEL_RWVq
Hotel R R international,Gandhi Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/rr5.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-R-R-international_BUDGET_STAYS_HOTEL_RVUq
Adyar Ananda Bhavan Residency,Nagawara , Bangalore,https://jiwirooms.com/app/hotel_logo/adnag1.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Adyar-Ananda-Bhavan-Residency_BUDGET_STAYS_HOTEL_RVWt
Lords Eco inn,nayandahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/5s.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Lords-Eco-inn_BUDGET_STAYS_HOTEL_RWXt
Hotel Empark,Wilson Garden , Bangalore,https://jiwirooms.com/app/hotel_logo/he4.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Empark_BUDGET_STAYS_HOTEL_RVUr
Hotel nandhini,St marks road , Bangalore,https://jiwirooms.com/app/hotel_logo/nand5.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-nandhini_BUDGET_STAYS_HOTEL_RVXv
Queens Castle,HSR Layout , Bangalore,https://jiwirooms.com/app/hotel_logo/qu1.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Queens-Castle_BUDGET_STAYS_HOTEL_RWTy
Kadamba guestline,KENGERI , Bangalore,https://jiwirooms.com/app/hotel_logo/69c23e8aa2185863.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Kadamba-guestline_BUDGET_STAYS_HOTEL_RWWr
Richmond suites,Richmond Town , Bangalore,https://jiwirooms.com/app/hotel_logo/rich6.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Richmond-suites_BUDGET_STAYS_HOTEL_RWWp
Aster Vue,Assaye Road , Bangalore,https://jiwirooms.com/app/hotel_logo/37372.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Aster-Vue_BUDGET_STAYS_HOTEL_RWTw
Pai viceroy,Jayanagar , Bangalore,https://jiwirooms.com/app/hotel_logo/vice3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Pai-viceroy_BUDGET_STAYS_HOTEL_RWWw
Coastal King,Jalahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/coas3.jfif,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Coastal-King_BUDGET_STAYS_HOTEL_RWXw
Homes stay service apartment,JP Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/HSA 3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Homes-stay-service-apartment_BUDGET_STAYS_HOTEL_RWYs
Hotel Sampradaya,Mylasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/sam3.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-Sampradaya_BUDGET_STAYS_HOTEL_RWQw
Surya residency,Mejestic , Bangalore,https://jiwirooms.com/app/hotel_logo/jiwirooms_3604_1545289246_36021.jpg,4,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Surya-residency_BUDGET_STAYS_HOTEL_RVQt
Pauls Inn,Hosur Main Road , Bangalore,https://jiwirooms.com/app/hotel_logo/39583.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Pauls-Inn_BUDGET_STAYS_HOTEL_RYVx
Hotel ganga sagar,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/sag5.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-ganga-sagar_BUDGET_STAYS_HOTEL_RWRx
Crown Orchid Luxury Homes,Chandapura , Bangalore,https://jiwirooms.com/app/hotel_logo/38102.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Crown-Orchid-Luxury-Homes_BUDGET_STAYS_HOTEL_RXRp
Green garden residency,Electronic City , Bangalore,https://jiwirooms.com/app/hotel_logo/IMG-20180811-WA0008.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Green-garden-residency_BUDGET_STAYS_HOTEL_RVXq
Sri Shambhavi comforts,JP Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/sam5.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Shambhavi-comforts_BUDGET_STAYS_HOTEL_RVZu
Alcott Hotel and resorts,Jayanagar , Bangalore,https://jiwirooms.com/app/hotel_logo/DELUXE ROOM (2) (2).JPG,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Alcott-Hotel-and-resorts_BUDGET_STAYS_HOTEL_RWVs
Oakwey inn,Indira Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/oak5.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Oakwey-inn_BUDGET_STAYS_HOTEL_RXQu
Hotel Sri Thirumala Paradise,Cottonpet , Bangalore,https://jiwirooms.com/app/hotel_logo/jiwirooms_4089_1544691837_40892.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Sri-Thirumala-Paradise_BUDGET_STAYS_HOTEL_SPYy
Swaraj Sarovar,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/39393.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Swaraj-Sarovar_BUDGET_STAYS_HOTEL_RYTy
Malnad guest line,KENGERI , Bangalore,https://jiwirooms.com/app/hotel_logo/malnad2.JPG,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Malnad-guest-line_BUDGET_STAYS_HOTEL_RWSu
La Classic,Attibele , Bangalore,https://jiwirooms.com/app/hotel_logo/40853.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/La-Classic_BUDGET_STAYS_HOTEL_SPYu
Hotel Royal inn,Rajaji Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/roy2.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Royal-inn_BUDGET_STAYS_HOTEL_RVWp
Hotel sai arcade,shivananda circle , Bangalore,https://jiwirooms.com/app/hotel_logo/saia5.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-sai-arcade_BUDGET_STAYS_HOTEL_RVRt
Trinity suites,Ulsoor , Bangalore,https://jiwirooms.com/app/hotel_logo/38781.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Trinity-suites_BUDGET_STAYS_HOTEL_RXXx
SV Suites,judicial layout , Bangalore,https://jiwirooms.com/app/hotel_logo/sv2.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/SV-Suites_BUDGET_STAYS_HOTEL_RWUw
chandrus Paradise,Shivarama Karanthanagar , Bangalore,https://jiwirooms.com/app/hotel_logo/37663.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/chandrus-Paradise_BUDGET_STAYS_HOTEL_RWWv
Sri sapthagiri  deluxe lodge,bidadi , Bangalore,https://jiwirooms.com/app/hotel_logo/sap5.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-sapthagiri--deluxe-lodge_BUDGET_STAYS_HOTEL_RVUw
Hotel Gangothri,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/Room 1.JPG,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-Gangothri_BUDGET_STAYS_HOTEL_RWRw
Hotel pavithra paradise,basaverhwaranagar , Bangalore,https://jiwirooms.com/app/hotel_logo/37563.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-pavithra-paradise_BUDGET_STAYS_HOTEL_RWVv
Kengeri gateway comforts,Cottonpet , Bangalore,https://jiwirooms.com/app/hotel_logo/ken6.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Kengeri-gateway-comforts_BUDGET_STAYS_HOTEL_RVSy
Sapphire inn,Lakkasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/sapp6.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Sapphire-inn_BUDGET_STAYS_HOTEL_RVZy
The wood bridge hotel,Bannerghatta Road , Bangalore,https://jiwirooms.com/app/hotel_logo/wood3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/The-wood-bridge-hotel_BUDGET_STAYS_HOTEL_RVUp
Garden Green Suites,indiranagar , Bangalore,https://jiwirooms.com/app/hotel_logo/38006.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Garden-Green-Suites_BUDGET_STAYS_HOTEL_RXQp
Magaji Orchid,Sheshadripuram , Bangalore,https://jiwirooms.com/app/hotel_logo/39615.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Magaji-Orchid_BUDGET_STAYS_HOTEL_RYWq
S S Residency,S R Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/ss1.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/S-S-Residency_BUDGET_STAYS_HOTEL_RWUp
Address inn,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/add3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Address-inn_BUDGET_STAYS_HOTEL_RVUt
OTEL get fresh,R T NAGAR , Bangalore,https://jiwirooms.com/app/hotel_logo/otel3.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/OTEL-get-fresh_BUDGET_STAYS_HOTEL_RWTq
Skylark service appartment,kalyan Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/37611.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Skylark-service-appartment_BUDGET_STAYS_HOTEL_RWWq
Srinidhhi residency,murugeshpalya , Bangalore,https://jiwirooms.com/app/hotel_logo/srin2.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Srinidhhi-residency_BUDGET_STAYS_HOTEL_RVYq
Status Suites,Domlur , Bangalore,https://jiwirooms.com/app/hotel_logo/39234.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Status-Suites_BUDGET_STAYS_HOTEL_RYSs
Adyar ananda bhavan residency,Marathahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/admar2.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Adyar-ananda-bhavan-residency_BUDGET_STAYS_HOTEL_RVWv
Hotel Classic comforts,JP Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/ccom4.jpg,4,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Classic-comforts_BUDGET_STAYS_HOTEL_RVZv
Vishal residency,Sheshadripuram , Bangalore,https://jiwirooms.com/app/hotel_logo/20180803_182222.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Vishal-residency_BUDGET_STAYS_HOTEL_RVRq
Hotel Pent House,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/39681.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Pent-House_BUDGET_STAYS_HOTEL_RYWx
Surya residency,Chikkajala , Bangalore,https://jiwirooms.com/app/hotel_logo/sur 3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Surya-residency_BUDGET_STAYS_HOTEL_RWTu
SLN Homes,Yelahanka , Bangalore,https://jiwirooms.com/app/hotel_logo/sln 5.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/SLN-Homes_BUDGET_STAYS_HOTEL_RWUx
Elite Park,Bannerghatta Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1058.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Elite-Park_BUDGET_STAYS_HOTEL_PPVx
Viva Hotel,Bannerghatta Road , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1134390_5167.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Viva-Hotel_BUDGET_STAYS_HOTEL_V
C.B Deluxe Lodge,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/event_989056_1064.jpg,4,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/C.B-Deluxe-Lodge_BUDGET_STAYS_HOTEL_SW
Madhu Lodge,B.V.K.Iyengar Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j53.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Madhu-Lodge_BUDGET_STAYS_HOTEL_TS
SPR Lodge,Kalasipalaya , Bangalore,https://jiwirooms.com/app/hotel_logo/j67.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/SPR-Lodge_BUDGET_STAYS_HOTEL_UW
The Lark,Bommasandra , Bangalore,https://jiwirooms.com/app/hotel_logo/j1881.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/The-Lark_BUDGET_STAYS_HOTEL_PXYq
Narayana Yathri Residency,Hosur Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1916.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Narayana-Yathri-Residency_BUDGET_STAYS_HOTEL_PYRv
Hotel Amazing Inn,Bhuvanappa Layout , Bangalore,https://jiwirooms.com/app/hotel_logo/j1904.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Amazing-Inn_BUDGET_STAYS_HOTEL_PYQt
paradise suites,Madiwala , Bangalore,https://jiwirooms.com/app/hotel_logo/j3.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/paradise-suites_BUDGET_STAYS_HOTEL_R
Sri Krishna’s Suites,Bellandur , Bangalore,https://jiwirooms.com/app/hotel_logo/j1875.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Krishna’s-Suites_BUDGET_STAYS_HOTEL_PXXu
Hotel Lalithamahal Palace,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147441_5487.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Lalithamahal-Palace_BUDGET_STAYS_HOTEL_WS
Hotel Cozy Ambience,panduranga nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j1061.jpg,3,https://jiwirooms.com//Bangalore/Homestay-and-Guest-House/profile/Hotel-Cozy-Ambience_BUDGET_STAYS_HOTEL_PPWq
Sri Kumara Lodge,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j71.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Kumara-Lodge_BUDGET_STAYS_HOTEL_VQ
Sri Krishna Deluxe Lodge,KENGERI , Bangalore,https://jiwirooms.com/app/hotel_logo/j245.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Sri-Krishna-Deluxe-Lodge_BUDGET_STAYS_HOTEL_QTV
Hotel Shiva Ganga,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/Hotel Shiva Ganga.Bathroom Photo Cat 2.041347.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Shiva-Ganga_BUDGET_STAYS_HOTEL_QQX
Raj Deluxe Lodge,B.V.K.Iyengar Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j55.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Raj-Deluxe-Lodge_BUDGET_STAYS_HOTEL_TU
Hotel SeaPearl,Maruthi Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j958.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-SeaPearl_BUDGET_STAYS_HOTEL_XUY
Casino hotel,MSR Nagar , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1150333_5765.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Casino-hotel_BUDGET_STAYS_HOTEL_PQZ
Hotel Fa,Koramangala , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1134369_5099.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Fa_BUDGET_STAYS_HOTEL_PP
Charu Comforts,Majestic , Bangalore,https://jiwirooms.com/app/hotel_logo/Charu Comforts.Room Cat 1 Photo 1.055407.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Charu-Comforts_BUDGET_STAYS_HOTEL_QPS
Bhagini Deluxe Lodge,Marthahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1169358_1762.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Bhagini-Deluxe-Lodge_BUDGET_STAYS_HOTEL_PVX
Hotel Vasavi Residency,BTM Layout , Bangalore,https://jiwirooms.com/app/hotel_logo/j1915.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Vasavi-Residency_BUDGET_STAYS_HOTEL_PYRu
New Pawan Lodge,Marthahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/j165.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/New-Pawan-Lodge_BUDGET_STAYS_HOTEL_PVV
Hari Dormitories,Marthahalli , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1169530_1842.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hari-Dormitories_BUDGET_STAYS_HOTEL_PVU
Hotel Arama Suites,Bannerghatta Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1059.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Arama-Suites_BUDGET_STAYS_HOTEL_PPVy
Prestige Residency,B.V.K.Iyengar Road , Bangalore,https://jiwirooms.com/app/hotel_logo/j65.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Prestige-Residency_BUDGET_STAYS_HOTEL_UU
DARSHAN LODGE,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1147796_6130.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/DARSHAN-LODGE_BUDGET_STAYS_HOTEL_PQS
Seasons Residency,Electronic City , Bangalore,https://jiwirooms.com/app/hotel_logo/j1861.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Seasons-Residency_BUDGET_STAYS_HOTEL_PXWq
Hotel Diva Residency,Gandhinagar , Bangalore,https://jiwirooms.com/app/hotel_logo/j234.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Diva-Residency_BUDGET_STAYS_HOTEL_QSU
Empark Inn,Jayanagar , Bangalore,https://jiwirooms.com/app/hotel_logo/event_895781_2054.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Empark-Inn_BUDGET_STAYS_HOTEL_XU
Central Inn Lodge,Ashoka road , Bangalore,https://jiwirooms.com/app/hotel_logo/j1865.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Central-Inn-Lodge_BUDGET_STAYS_HOTEL_PXWu
Hotel Sapphire Boarding and Lodging,Kalasipalaya , Bangalore,https://jiwirooms.com/app/hotel_logo/event_1146351_889.jpg,4,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/Hotel-Sapphire-Boarding-and-Lodging_BUDGET_STAYS_HOTEL_UP
SRI AKSHAYA GOLD DELUXE LODGE,Yeshwanthpur , Bangalore,https://jiwirooms.com/app/hotel_logo/j301.jpg,3,https://jiwirooms.com//Bangalore/Hotel-Lodge-and-Dormitory/profile/SRI-AKSHAYA-GOLD-DELUXE-LODGE_BUDGET_STAYS_HOTEL_RPR
